22.222,0,0.0238
22.222,100,0.0082
22.222,200,0.0032
22.222,300,0.0086
22.222,400,0.014
22.222,500,0.0159
22.222,600,0.0143
22.222,700,0.0128
22.222,800,0.009
22.222,900,0.0031
22.222,1000,-0.0029
22.222,1100,-0.0066
22.222,1200,-0.0082
22.222,1300,-0.0097
22.222,1400,-0.0074
22.222,1500,-0.0011
22.222,1600,0.0051
22.222,1700,0.0083
22.222,1800,0.0085
22.222,1900,0.0087
22.222,2000,0.0078
22.222,2100,0.0059
22.222,2200,0.004
22.222,2300,0.0029
22.222,2400,0.0028
22.222,2500,0.0027
22.222,2600,0.0006
22.222,2700,-0.0034
22.222,2800,-0.0074
22.222,2900,-0.0068
22.222,3000,-0.0015
22.222,3100,0.0037
22.222,3200,0.0057
22.222,3300,0.0045
22.222,3400,0.0033
22.222,3500,0.0028
22.222,3600,0.003
22.222,3700,0.0032
22.222,3800,0.0029
22.222,3900,0.0019
22.222,4000,0.0009
22.222,4100,0.0006
22.222,4200,0.0009
22.222,4300,0.0012
22.222,4400,-0.0002
22.222,4500,-0.0034
22.222,4600,-0.0066
22.222,4700,-0.0086
22.222,4800,-0.0094
22.222,4900,-0.0102
22.222,5000,-0.0122
22.222,5100,-0.0154
22.222,5200,-0.0186
22.222,5300,-0.0184
22.222,5400,-0.0149
22.222,5500,-0.0114
22.222,5600,-0.0149
22.222,5700,-0.0254
22.222,5800,-0.036
22.222,5900,-0.0334
22.222,6000,-0.0178
22.222,6100,-0.0021
22.222,6200,0.0109
22.222,6300,0.0214
22.222,6400,0.0319
22.222,6500,0.0323
22.222,6600,0.0226
22.222,6700,0.0129
22.222,6800,0.0059
22.222,6900,0.0015
22.222,7000,-0.0028
22.222,7100,-0.0034
22.222,7200,-0.0002
22.222,7300,0.003
22.222,7400,0.0018
22.222,7500,-0.0038
22.222,7600,-0.0094
22.222,7700,-0.0118
22.222,7800,-0.0109
22.222,7900,-0.01
22.222,8000,-0.012
22.222,8100,-0.017
22.222,8200,-0.0219
22.222,8300,-0.0276
22.222,8400,-0.0342
22.222,8500,-0.0407
22.222,8600,-0.0323
22.222,8700,-0.0089
22.222,8800,0.0145
22.222,8900,0.0262
22.222,9000,0.0262
22.222,9100,0.0262
22.222,9200,0.0262
22.222,9300,0.0262
22.222,9400,0.0262
22.222,9500,0.0243
22.222,9600,0.0204
22.222,9700,0.0165
22.222,9800,0.0115
22.222,9900,0.0056
22.222,10000,-0.0003
22.222,10100,-0.0028
22.222,10200,-0.0018
22.222,10300,-0.0008
22.222,10400,0.0006
22.222,10500,0.0025
22.222,10600,0.0043
22.222,10700,0.0052
22.222,10800,0.0052
22.222,10900,0.0052
22.222,11000,0.0062
22.222,11100,0.0083
22.222,11200,0.0104
22.222,11300,0.0106
22.222,11400,0.0087
22.222,11500,0.0069
22.222,11600,0.0039
22.222,11700,-0.0004
22.222,11800,-0.0047
22.222,11900,-0.0054
22.222,12000,-0.0024
22.222,12100,0.0006
22.222,12200,0.0041
22.222,12300,0.008
22.222,12400,0.012
22.222,12500,0.0163
22.222,12600,0.021
22.222,12700,0.0258
22.222,12800,0.0318
22.222,12900,0.0391
22.222,13000,0.0465
22.222,13100,0.0422
22.222,13200,0.0263
22.222,13300,0.0104
22.222,13400,-0.0023
22.222,13500,-0.0117
22.222,13600,-0.0212
22.222,13700,-0.0223
22.222,13800,-0.0152
22.222,13900,-0.0081
22.222,14000,-0.0036
22.222,14100,-0.0017
22.222,14200,0.0001
22.222,14300,0.0047
22.222,14400,0.0119
22.222,14500,0.0191
22.222,14600,0.0185
22.222,14700,0.0102
22.222,14800,0.0019
22.222,14900,-0.0022
22.222,15000,-0.0022
22.222,15100,-0.0022
22.222,15200,-0.0022
22.222,15300,-0.0022
22.222,15400,-0.0022
22.222,15500,-0.003
22.222,15600,-0.0046
22.222,15700,-0.0061
22.222,15800,-0.0096
22.222,15900,-0.0149
22.222,16000,-0.0202
